9;1;318;19962680
9;1;316;18606033
9;1;314;18430458
9;1;327;16127595
9;1;335;18382884
9;1;321;17821420
9;1;333;21843786
9;1;328;17617906
9;1;323;35026253
9;1;327;200408769
9;1;333;34573534
9;1;321;30862296
9;1;317;29638180
9;1;327;24494401
9;1;318;19617194
9;1;332;48915928
9;1;321;53411025
9;1;321;29822439
9;1;331;21588164
9;1;319;19696863
9;1;318;18068737
9;1;332;22108470
9;1;327;26495200
9;1;332;17070413
9;1;327;19780309
9;1;316;21560601
9;1;323;21935538
9;1;330;63011386
9;1;322;25821596
9;1;322;29979135
9;1;325;33394728
9;1;336;23019949
9;1;332;19969476
9;1;328;20164685
9;1;337;17097977
9;1;313;16242380
9;1;336;16774390
9;1;322;18592440
9;1;326;20446738
9;1;316;15861778
9;1;332;17498967
9;1;326;17732690
9;1;329;17583923
9;1;319;24813834
9;1;321;16032445
9;1;329;16729081
9;1;327;17057198
9;1;330;16672066
9;1;330;19443130
9;1;315;15834593
9;1;322;85233885
9;1;307;31535899
9;1;328;45650613
9;1;311;24301835
9;1;322;18565633
9;1;316;16695854
9;1;328;44107441
9;1;314;25400972
9;1;327;21958192
9;1;318;21873992
9;1;326;22773389
9;1;341;18953785
9;1;322;23558379
9;1;323;20289665
9;1;325;25628653
9;1;333;18734788
9;1;324;23393376
9;1;317;72622319
9;1;320;49025805
9;1;323;43031715
9;1;332;20902100
9;1;316;21019905
9;1;322;17987179
9;1;314;15478156
9;1;323;15972787
9;1;327;16965069
9;1;333;19352510
9;1;326;16384727
9;1;317;16619204
9;1;333;24261056
9;1;323;32877065
9;1;331;38935344
9;1;331;31593669
9;1;314;29752209
9;1;323;30690874
9;1;319;55873982
9;1;318;34356425
9;1;327;61727989
9;1;313;52656618
9;1;329;23185330
9;1;329;21785261
9;1;327;24173080
9;1;336;17731935
9;1;317;22399584
9;1;329;48883080
9;1;315;32979767
9;1;336;67201019
9;1;336;22463018
9;1;328;17344914
9;1;322;18470860
9;2;427;39719956
9;2;427;32676948
9;2;430;40819848
9;2;432;38957621
9;2;426;32332594
9;2;431;41156272
9;2;435;43328493
9;2;443;32940498
9;2;414;39360877
9;2;441;42310536
9;2;423;29583053
9;2;433;30373329
9;2;423;33248604
9;2;420;33341112
9;2;428;84462488
9;2;436;61228828
9;2;434;48644826
9;2;421;36722345
9;2;441;91505496
9;2;427;40114528
9;2;431;47765063
9;2;424;38326685
9;2;437;34461015
9;2;434;47100900
9;2;430;32707909
9;2;427;37345353
9;2;430;30825670
9;2;426;39606305
9;2;429;39922716
9;2;428;30417506
9;2;429;87420076
9;2;437;61620379
9;2;433;35711562
9;2;423;31327097
9;2;435;30822272
9;2;428;31978801
9;2;429;31342578
9;2;431;30650850
9;2;430;33711895
9;2;430;30527759
9;2;430;30147914
9;2;430;30232492
9;2;429;38573622
9;2;432;69569580
9;2;439;54359129
9;2;425;68161961
9;2;431;37179217
9;2;442;39878918
9;2;420;53565077
9;2;428;41868389
9;2;430;36912645
9;2;425;54121631
9;2;423;88826941
9;2;434;42812718
9;2;430;38820937
9;2;425;30625175
9;2;434;38050673
9;2;429;32706021
9;2;432;30830201
