7;1;79;1307562
7;1;87;1517496
7;1;81;1399313
7;1;85;1575643
7;1;77;1970215
7;1;76;1342676
7;1;87;1640588
7;1;88;1629260
7;1;77;1598676
7;1;82;2378757
7;1;82;1914711
7;1;78;4594777
7;1;84;3166768
7;1;77;1705531
7;1;79;1401579
7;1;81;1374770
7;1;90;1961908
7;1;89;5558740
7;1;85;2467866
7;1;73;1937365
7;1;85;3101068
7;1;82;1502393
7;1;85;1594900
7;1;84;3282685
7;1;80;1873933
7;1;76;1600187
7;1;78;1443491
7;1;80;1592634
7;1;82;2366674
7;1;80;2616633
7;1;87;1759902
7;1;87;27507493
7;1;81;1496351
7;1;73;1251301
7;1;88;1526558
7;1;80;1482003
7;1;86;1539773
7;1;77;1350605
7;1;79;1403844
7;1;82;1371372
7;1;82;1453685
7;1;77;1414417
7;1;75;1348340
7;1;78;1464635
7;1;85;1471808
7;1;84;1633035
7;1;78;1744422
7;1;80;1478227
7;1;89;1926793
7;1;83;1824469
7;1;75;5359755
7;1;81;1698357
7;1;84;2569058
7;1;84;1545814
7;1;82;1473697
7;1;81;1483136
7;1;77;1380434
7;1;80;1495218
7;1;77;1437827
7;1;77;1768965
7;1;75;1660977
7;1;80;2186569
7;1;80;1400446
7;1;83;1946050
7;1;79;1593390
7;1;79;1618687
7;1;83;2351194
7;1;85;1590746
7;1;81;1516741
7;1;84;1611513
7;1;88;3018756
7;1;81;1933967
7;1;78;14655786
7;1;75;1474452
7;1;79;1465768
7;1;84;1511832
7;1;80;2038557
7;1;78;3577197
7;1;78;1628127
7;1;86;1725920
7;1;83;1611891
7;1;85;1691939
7;1;80;1521272
7;1;74;1369106
7;1;81;1598298
7;1;77;1403089
7;1;88;1694204
7;1;86;1722145
7;1;82;1588858
7;1;84;1888280
7;1;80;2146167
7;1;82;1664753
7;1;83;1451419
7;1;79;1353248
7;1;78;1452929
7;1;83;1802569
7;1;79;20242090
7;1;80;1382700
7;1;84;3172431
7;1;83;1538263
7;2;108;2510155
7;2;107;2348929
7;2;106;2815240
7;2;105;2484102
7;2;103;7399823
7;2;108;3429185
7;2;105;3031594
7;2;106;6413582
7;2;108;2772573
7;2;106;2900573
7;2;110;2980243
7;2;110;6868566
7;2;109;3138827
7;2;110;3579085
7;2;108;3673103
7;2;106;2616633
7;2;103;23068657
7;2;110;10736501
7;2;108;2718579
7;2;106;4790364
7;2;109;2712160
7;2;110;2891134
7;2;109;2701211
7;2;111;2904726
7;2;115;3376324
7;2;105;2753317
7;2;103;2562639
7;2;104;2674780
7;2;111;2814108
7;2;111;4419202
7;2;111;3821114
