6;1;39;1039479
6;1;41;397593
6;1;44;418737
6;1;45;485568
6;1;43;409298
6;1;44;412318
6;1;45;446300
6;1;41;415716
6;1;44;623763
6;1;42;458383
6;1;38;379468
6;1;37;377581
6;1;40;430064
6;1;39;434595
6;1;45;508223
6;1;43;478394
6;1;41;437239
6;1;40;413451
6;1;41;439881
6;1;43;451208
6;1;36;373050
6;1;43;433462
6;1;41;413828
6;1;40;402501
6;1;40;397593
6;1;39;443279
6;1;41;468577
6;1;36;355681
6;1;44;461403
6;1;44;480282
6;1;36;1435184
6;1;45;558441
6;1;42;412696
6;1;41;699279
6;1;38;1831642
6;1;44;630937
6;1;40;1458971
6;1;40;452342
6;1;43;465935
6;1;38;392306
6;1;40;419114
6;1;43;451964
6;1;42;480660
6;1;38;383622
6;1;45;494630
6;1;37;28740671
6;1;42;405900
6;1;43;414583
6;1;42;423268
6;1;39;358324
6;1;45;429309
6;1;40;425156
6;1;41;429686
6;1;42;1359290
6;1;43;403634
6;1;38;2716314
6;1;38;399102
6;1;40;428931
6;1;45;1493709
6;1;36;874098
6;1;38;387020
6;1;36;357569
6;1;45;476506
6;1;43;681533
6;1;40;1463880
6;1;40;1053450
6;1;41;416471
6;1;42;413451
6;1;42;407032
6;1;36;336802
6;1;42;405521
6;1;37;380224
6;1;39;380223
6;1;40;381356
6;1;40;383621
6;1;37;339823
6;1;42;435350
6;1;43;414583
6;1;40;414206
6;1;41;393816
6;1;40;428932
6;1;42;404766
6;1;40;924317
6;1;39;414584
6;1;37;369652
6;1;42;433085
6;1;38;507091
6;1;40;374937
6;1;38;386642
6;1;40;487456
6;1;40;371162
6;1;39;365497
6;1;40;366631
6;1;43;433462
6;1;39;677002
6;1;40;363610
6;1;42;392684
6;1;42;396082
6;1;40;409675
6;1;41;440636
6;2;55;1089697
6;2;57;1003231
6;2;55;766866
6;2;56;818217
6;2;56;766110
6;2;56;771019
6;2;53;790276
6;2;57;845025
6;2;53;1972103
6;2;54;838606
6;2;55;782725
6;2;52;3359333
6;2;54;600353
6;2;52;604129
6;2;55;629427
6;2;57;704943
6;2;53;596200
6;2;49;556553
6;2;55;652459
6;2;52;657746
6;2;56;674358
6;2;56;723821
6;2;54;596199
6;2;55;663409
6;2;53;682666
6;2;56;945462
6;2;55;650948
6;2;51;1129343
6;2;56;875232
6;2;56;715514
6;2;52;616589
6;2;55;688330
6;2;54;714005
6;2;57;829922
6;2;58;1818428
6;2;52;2860550
6;2;53;654724
6;2;55;646795
6;2;55;678135
6;2;51;944706
6;2;54;630937
6;2;53;1446888
6;2;54;649061
6;2;54;2353837
6;2;52;603751
6;2;54;682288
6;2;54;1258853
6;2;56;673226
6;2;52;598843
6;2;53;1031927
6;2;54;677379
6;2;51;620365
6;2;49;608660
6;2;50;562217
6;2;53;650948
6;2;56;721178
6;2;52;577698
6;2;48;3505079
6;2;52;556931
6;2;54;578831
6;2;52;529368
6;2;53;552778
6;2;53;544849
6;2;54;591291
6;2;51;626028
6;2;50;517286
6;2;54;548625
