10;1;632;205134189
10;1;645;333822300
10;1;648;93459476
10;1;648;84547443
10;1;639;74799071
10;1;648;92299549
10;1;646;78560150
10;1;639;121918094
10;1;627;134051265
10;1;653;122411214
10;1;650;89686691
10;1;663;105784458
10;1;645;75291435
10;1;641;91127161
10;1;650;71464658
10;1;651;101294270
10;1;653;82447718
10;1;635;77826134
10;1;651;169598201
10;1;655;132375562
10;1;633;184212076
10;1;664;124495080
10;1;671;344703036
10;1;662;505493418
10;1;640;232811593
10;1;640;100613115
10;1;648;88270765
10;1;659;76483835
10;1;637;90653675
10;1;649;78936975
10;1;633;93509694
10;1;658;79407063
10;1;657;88023072
10;1;668;87010401
10;1;651;148330226
10;1;651;218289470
10;1;642;96762927
10;1;655;94525007
10;1;662;85335076
10;1;654;98008187
10;1;649;77503680
10;1;658;91759986
10;1;630;80240005
10;1;663;78269036
10;1;639;93826106
10;1;644;76786654
10;1;649;172448179
10;1;654;102384723
10;1;646;84352234
10;1;633;91058819
10;1;634;82990679
10;1;655;84195916
10;1;639;82374846
10;1;646;82137347
10;1;649;92168150
10;1;644;80276253
10;1;653;134408833
10;1;652;124850384
10;1;656;94610718
10;1;644;91914416
10;1;665;91502099
10;1;653;77067574
10;1;644;113086486
10;1;653;92543088
10;1;653;145512720
10;1;659;83436601
10;1;656;204116987
10;1;643;118397156
10;1;661;104035882
10;1;643;120208032
10;1;649;103629984
10;1;657;91590074
10;1;644;87544300
10;1;658;92712998
10;1;647;82542114
10;1;661;141199618
10;1;662;135185517
10;1;647;90245133
10;1;635;91380895
10;1;658;85212363
10;1;645;80178460
10;1;651;84735478
10;1;632;81956108
10;1;640;89200745
10;1;650;81463366
10;1;635;87609999
10;1;648;125383528
10;1;639;129860499
10;1;633;90379174
10;1;647;81294210
10;1;627;73144891
10;1;660;80260772
10;1;626;72678579
10;1;655;76048862
10;1;659;90896459
10;1;638;94905609
10;1;639;187115293
10;1;648;90708801
10;1;625;91137733
10;1;655;95299803
10;2;862;170138519
10;2;842;168278180
10;2;867;175392552
10;2;851;261435213
10;2;857;204153989
10;2;856;175182617
10;2;861;168033131
10;2;871;192737466
10;2;866;170625220
10;2;860;304674597
10;2;871;289901761
10;2;870;182526180
10;2;854;155758367
10;2;871;177695792
10;2;856;313296648
10;2;857;189955075
10;2;857;176546815
10;2;876;165531282
10;2;869;182210145
10;2;851;268263379
10;2;856;201172991
10;2;861;175238876
10;2;857;177934045
10;2;851;159818112
10;2;849;158798267
10;2;871;286477484
10;2;862;206104193
10;2;857;172350008
